sentences,label
please let me know if you need help in any way.,1
documents: http (180 bytes) http (178 bytes) inthisissue.,0
(see attached file: enron ferc project leads.,0
please look at the rest of the language and let me know your thoughts.,1
could you please forward to me and harry a copy of each customers contract to review?,1
professor: thanks for the response.,0
springbank networks has received financing from sequoia capital.,0
thanks please keep tj black involved in your relocation details.,1
"should you have any questions or comments, please do not hesitate to contact me or pete koikos, director of energy services.",0
s. sanders click here for information to be taken off our mailing list please click here .,1
can you check the firmness on deal 551686.,1
"i've also lost my password, can you tell me the password for an account under the name ""cooper"" ?",1
enron is already involved in a project which supplies gas from abu dhabi and oman to an indian power plant.,0
"anjam, it makes sense to come to houston for a longer time period.",0
feel free to test it out on your trade and please let us know the comparative results.,1
greg would like this taken care of asap.,0
"``i'm very surprised and saddened by [what has happened at enron], and i wish them all the best,'' she says.",0
"in cases where a given organization has several useful contacts with similar knowledge, i have listed just one person for now.",0
operations has approved the facilities at the ngpl/eddy tw receipt point for gas flow immediately.,0
since i bid on several items can you tell me how much you need?,1
would one of you please take the lead in developing a recommendation for monetizing these credits and/or allowances?,1
i'm approaching you and others specifically because i have 2 years of chapter 11 bankruptcy experience.,0
please include me on the volunteer email list.,1
but he also pointed to problems with computer and communications systems at bony's vendors that may have hindered the bank's recovery.,0
"for registration, please click here () to go directly into the development center ""ernie"", or call 30357.",1
"taffy, can you take care of faxing him a copy of the isda and guarantees asap.",1
and can you make sure that all your guys are out at that time?,1
qualifications undergraduate degree in music or art and an mba highly desirable.,0
i would be grateful if martin and/or arthur would correct me if any of the foregoing is in error.,0
"sue/mary/jeff: can you arrange to have epmi's pr apparatus in gear, and lobby with wptf members etc.",1
"please call me at extension 33139 if you have any questions, concerns, or suggestions.",1
"if you have done so already, can you please return your feedback to me asap?",1
pg&e is proposing an adder of $7/mwh for undercollections.,0
"i'm uncomfortable with the delivery issue since i usually don't get ""notice from the system of delivery"" when i send an email.",0
please review them and hold all questions and concerns until the meeting.,1
"we have enough colleges to keep us going: texas a&m, ut, rice, university of houston, smu, baylor, unt, texas women's university, etc.",0
please call my office if you have any questions and karen baker will assist you.,1
please sign up on beartracks if you plan to attend.,1
and would you be available for a brief meeting with professor stevenson and possibly lunch?,1
Please monitor work of employees and initiate disciplinary actions as required daily.,1
please email a copy after these changes for approval to be sent overnight to cody.,1
"if you prefer not to receive future promotional emails from starwood preferred guest, please click here.",1
"to unsubscribe, please use your reply button and write ""unsubscribe"" in the subject line.",1
can you please reply to this person.,1
secretary of state colin powell had hoped to persuade skeptical nato allies to be more supportive of u. s. missile defense plans.,0
"a new business ahot topic"" each week!",0
"forward: how many ways can you say ""deadend job""?",1
please notify your clients appropriately.,1
james or rishi: please send out books to calenergy tonight.,1
"p. s. charlene, please include paulo in your may 22, 2000 start group.",1
"can you offer guidance, or tell me who to go to for advice?",1
jpg) (see attached file: rack6.,0
he said they could go either way on it.,0
jeff can you send me a copy of the termination letter.,1
"let me know if you would like any more work on this issue, and i hope we'll be in touch before long.",0
"if okay, please accept the changes, print, have signed and forward to me for further handling.",1
negotiations have made no headway so far.,0
Please send this to the appropriate folks at Squire Sanders today.,1
beth and i are driving up for xmas.,0
"please take the time to view it and make sure your sound is on, the music makes it.",1
"also, i just heard they are planning to put a desktop copier and a fax machine on one end of the work surface.",0
i didn't know the degree the injury was.,0
depending on fuel rates.,0
"mikeon substantive issues, please call me when you get back into town and have a moment to talk.",1
"""on a hot summer day, 40 percent of california's energy use is air conditioning and commercial lighting, "" alexander said.",0
if you have any questions please give us a call at 5106421406. josh bortman evening mba program,1
com and 4) ubswenergyonline.,0
so i thought i'd better check with you please let me know whether you have the sempra assignment documents.,1
"nevertheless, this week's trendline breakout along with the downturn by momentum indicators strongly suggests that additional weakness into earlyjune appears likely.",0
please phone or email if you have any questions.,1
please let me know if you are planning to attend as soon as possible.,1
contact kathy kelly 7138535858 or don rollins 7138539176 please let me know if you need anything else.,1
president bush himself seems to sense that energy threatens his presidency electricity alone could be its downfall.,0
please let me know if you if need any other assistance.,1
Please confirm you received the folders for the phone screens gave to your assistants yesterday afternoon.,1
can you believe that some of these airfares are only twoandahalf cents per mile?,1
both executives mentioned the possibility of joint ventures in telecom.,0
i will be on vacation from june 19 to june 26. if you have any questions please call.,1
"by the way, please give me a report back after you talk to pat.",1
don't let us down.,0
"as discussed, please place a priority on these drafts.",1
"lousie, attached, please find the report you requested on home cities with explanation.",1
"i was hired on 1feb97 and was laid off on 3dec01, just less than 2 months from being fully vested.",0
i bet he is just precious boys just have so much energy and are so softhearted.,0
"then join us for the peninsula environmental forum on tuesday, may 22 at 7 p. m. at the peninsula conservation center.",0
please get with the respective parties to get these points back in balance.,1
(see attached file: outage proof of concept project status (txu and reliant energy hl&p).,0
please don't hesitate to call me at work or home if you have any comments or questions.,1
eliasson also said bush must expect environmental protesters in gothenburg.,0
"mark, paul can you add further clarification as to the position (particularly where i haven't hit the mark !",1
our indicative quote was $3.,0
to see pictures click here: west 80's/columbus.,0
do you have the info she needs or can you steer us in the right20 direction?,1
please let me know what that are specifically requesting.,1
"""will you tell others about this so they will be safe too? """,1
please continue to keep sara and i posted.,1
please pass this note to melissa.,1
"known world20 reserves of fossil fuel are greater than ever, alternative energy sources a re20 booming, and conservation measures work.",0
"please review the attached draft, which has been extensively revised since the november 2nd call.",1
please let me know who plans to attend.,1
t he bonds with a 6.,0
"if you agree with the following, then i will resend to my acctg folks.",0
"many of the pointer processors availabl e today that may interface to a device such as zambezi, do not offer 2.",0
please call me at you earliest convenience to resolve this.,1
rsvp law conference autoreply 03/29/2001 02:26 pm please respond to sara.,1
should you wish to receive this going forward please reply to this email (if you have not already).,1
my email address is please let me know if you have any questions.,1
meagan sent her application in to ou today.,0
i think he can handle it.,0
"""bush has incessantly proclaimed himself as that sort of guy'a uniter, not a divider. '",0
please let me know if you have any problems opening the attached documents.,1
please let me know what your file indicates.,1
"principals: steve mcloughlin b. a. in law (keele), diploma in business administration (warwick) cofounder and copatent holder.",0
"[please let us know of any additions, omissions, or editorial changes you recommend for ""ideas for better stakeholder involvement.",1
"afflicting about 30,000 americans, myotonic dystrophy worsens over time, weakening muscles, causing cataracts and even mental retardation.",0
"it looks like there may be some key personnel we want to employ, but that there are many whom we don't want to hire.",0
"please copy him on any email response, in case i can't access my email from orlando.",1
please give me a call or send an email with any questions or comments.,0
"the company will use the funds to expand its management team, increase its sales force, and for marketing.",0
please request your attorney to make suitable language changes for this change as well.,1
"the company is on track to open a sales office in china, said celiant president and ceo ralph faison.",0
this schedule was actually a generation exchange between epe and tep where tep was sending these mws to srp.,0
please drop by to give me an update.,1
"if your a novice skier and have a few questions, check out these ski tips from professional ski instructors.",0
my team looks forward to helping you succeed in bringing the pipeline groups to new technological heights.,0
we need to inc lude this response in our comments.,0
the remainder of the $ 120 million involves months earlier this year for which edison plans to dispute the billing rate.,0
same stuff going on here.,0
please do not hesitate to email or call me with your comments.,1
our tax group would defer to the underwriters.,0
i was wondering if you could do that for me please?,1
americans also were split over the bush proposal to increase the number of nuclear power plants to generate electricity: 49% for and 46% against.,0
anyway i need to go.,0
please let me know if this matches with your perception.,1
"the firms are actively seeking enron shareholders to join their lawsuits, which seek class action status.",0
"""would you like to be in an airport where there is one airline from here to atlanta?",1
the key was owning the assets on all sides of the trade so he wasn't just speculating with shareholders' money.,0
"we have already rescheduled his project review meeting from thursday to tomorrow, so i know he still has it on his calendar.",0
"the bribery charges against enron were dismissed, and the project was allowed to proceed.",0
wilke and charman; i think doug and i regard them as c&ee candidates not continental gas.,0
Please plan to attend and let me know which conference room to gather as soon as it has been assigned.,1
"please note, you should only be reflecting dollars for it assets that are on your respective bu's books.",1
"this is for ""gas miscellaneous. """,0
"however, john please specifically review the nomination variance language in the confirm.",1
please configure their access for both floors and then confirm back to us when completed.,1
washington post online gets personal washingtonpost.,0
please remember that whatever you contribute the company will match.,1
if that was not clear please give me a call.,0
"anyway, can you recommend a good place for lessons in keemah?",1
sorry it has taken so long to get back with you.,0
please call if you need any further information.,1
"driving back to jackson, my thoughts race over the great landscape we have passed through.",0
they said that this was boilerplate language and they had been working with janet wallis.,0
he said he should have thrown it away.,0
"i unable to plead anything other than brain disfunction as to why i agreed with your numbers, which i knew would be too low.",0
on closer inspection she saw a pair of male legs protruding from under the chassis.,0
tori: can you please review the attached term sheet and give me your approval or thoughts.,1
please note the currency box on the existing deal tickets are checked as us$.,1
futures closed up $0.,0
please feel free to provide us with either very brief or more extensive information.,1
"we are happy to meet with them, however i would like to have a clear definition of the objectives from our perspective.",0
raha said ongc had put in its price bid but was yet to hear from enron on the issue.,0
"neil, can you tell me were we stand with them?",1
"if so, please let perry know that you are the marketing contact.",1
i'll look at other sizes / kids in her grade and call you back.,0
you have peaked my curiosity!,0
"please provide us with any updates/revisions by wednesday, august 9th.",1
"dynegy: although expressing some sympathy for sdg&e's position, dynegy opposes the emergency request.",0
"please let my secretary, anna elia ), know if you plan to attend the meeting.",1
jim please confirm to vince you are happy.,1
"dylan h. windham threat management/domestic violence unit university of california police berkeley room 1 sproul hall berkeley, ca 94720 (510) 6421606",0
please notify me only if you are unable to attend.,1
what else can you say but give the man 20 credit.,1
i don't understand why your people don't contact the desk directly.,0
matt sent us info on a trip planned by the army for nov. we have secured spots for ourselves and matt.,0
please let me know if you can't do this.,1
mark's got the price in for deal #484076 as $325.,0
com's enewsletters or because one of our partners wants you to see this.,0
"a central concern here is that, if providing default service becomes profitable, udcs might use their distribution assets to stifle competition in the retail market.",0
the acquisition was made with a combination of cash and stock.,0
can you fax me the merger documents to 6463490. thanks!,1
it rem inds me of a story of an old man who is walking along the beach early in th e morning.,0
please do not hesitate to give me a call to discuss any questions you may have regarding the enclosed.,1
alaska department of na tural resources director mark myers will join us during the 10:00 a. m. et newscast to discuss the state's 12.,0
"investors in th e20 company include ares management, chase capital partners, east river venture s,20 j.",0
can you please add this to our site.,1
"please email us if you have any thoughts or questions, and look for our debut release this fall!",1
"thanks again for your help and if i miss you, have a great fourth, mathew",0
would you like to try to include wanda labaume at this meeting?,1
sure let me know a time.,0
please send to sarah dennison leonard the letter jeff sent me this morning.,1
don't forget to send me the worksheet.,0
it might be helpful in attempting to have your reviews amended.,0
these fares are roundtrip and include all taxes and surcharges.,0
we'll continue to do our best to keep you updated on futu re interviews and events.,0
i am sure i need more help getting into the proper format.,0
"on day of caring, ets will be working at the harbach ripley center located at 6225 northdale.",0
please modify the eol profiles to reflect the changes.,1
can you tell me what the lowest reasonable ash content readily available is?,1
"corey bradford, wr gb free agent updated 10/21/01 bradford is expected to start in place of the injured bill schroeder on sunday against minnesota.",0
"oronde gadsden , wr mia jugg or nuts updated 12/28/01 gadsden has been practicing this week and may be able to play.",0
please follow up on this potential deal.,1
for several years low energy prices were the lubricant that helped keep the nation's economic engine humming.,0
"sarah, will you please email me exactly where they should come once they get through traffic.",1
stephanie can you verify this imbalance trading deadline with your tgt rep ?,1
can you please contact emsi to reschedule a drug test at 18005223674?,1
don/juan: please advise me of your interest in ryan's experience.,1
"mseb stopped drawing power from the naphthafired dpc plant may 29, saying the ""dpc tariffs were unaffordable. """,0
i did release new versions of both preschedule and path confirmation.,0
"but seriously, let me know when you are free to go hunt some java.",0
"also, can you get us an answer by friday, 10/13/00?",1
"despite recent warnings from federal regulators about the california situation, the clintongore administration has promoted californiastyle deregulation as a model for the nation.",0
#1035185 v1 rgs ecogas todo list.,0
utilities with unregulated affiliates please let me know if you have any questions.,1
please review and lets discuss asap.,1
incentive fee (in main contract) defined to only include the sale of gas.,0
"""in one form or another, sports encompass nearly the entire demographic spectrum.",0
page aa1 superfund 141 parties agree to pay for cleanup costs at colorado site .,0
aep 539 n carancahua corpus christi 78401 please send me your rsvp by february 11th.,1
"louise, please let me know if you have any questions.",1
t: would you please print and file in japan file?,1
can you try that again and check with patti to make sure she has it in readable form?,1
some of it he already knew about but not all.,0
would you please get copies of all outstanding transactions with this counterparty?,1
please contact steven kelly asap if your company is interested in iep developing comments on this matter.,1
page a13 house passes by voice vote measure (h. r. 3009) to extend andean trade preference act and to expand its product coverage .,0
"this objective study takes an insider's look at enron, specifically, how the firm operates and the keys to its success.",0
"if i am way off base on my assessment, please let me know and i will go somewhere else.",1
"the angelides proposal has certainly spiced things upjust what we need, more david freeman.",0
"kevin, i'm meeting with david sweet, vice president natural gas, ipaa today to discuss their involvement and support with ngi as well.",0
"something must be done about it. """,0
"i am excited about your bid on a house, i really like league city.",0
i am not able to follow your ua4 calculation.,0
can you make the change?,1
can you please send me your current home address so we can send you an organizer?,1
"mark, please disregard the comments on the fax cover sheet just sent to you.",1
all strips will have to be manually added to portfolios on friday morning.,0
please review it and let me know if you have questions or comments.,1
on to the dance floor at last for some super charged disco movements.,0
can you please make those changes?,1
"if you would like to attend, please let me know.",1
please let me know your thoughts today.,1
i apologize for any inconvenience my oversight may have caused.,0
"also, please send me any updates you have sent out since the meeting last fri. thanks.",1
having just monthly total energy consumption is not enough to price a deal.,0
i've only been up a couple of times this year but i'd like to go more.,0
"i had lunch today with my friend, andrew slocum, who i think you know.",0
"""it tightened up on me pretty good today,"" he said.",0
will you please activate all phys and fin index products for nov and novmar.,1
let me know how you want to go about this.,0
"i think it's a big waste of time. """,0
Will your presenation be ready by tommorow?,1
please use this revised data for your ebs restructuring discussions.,1
"by aaannyyy coincidence, would you happen to have that movie.",1
"registration: this conference is totally free, and you can participate by using any computer with internet access and a telephone.",0
Have my Dad read the memo before you put it down,1
please let me know if we need to take any action in this case.,0
"Get serious understanding of the latest developments in California and throughout the West that you just can't read about in the newspapers from the William Keese, Chairman of the California Energy Commission Stephen L.",1
please let me know what information you may need from us to provide some guidance.,1
please give me a call so that we can discuss these questions.,0
what would you like to see added?,1
please let me know the status of these transfers.,1
please ensure that your san juan gas volumes have been signed off by federico.,1
"please respond by friday, may 25, if you feel any of these portfolios should be retained.",1
"my team, could you please add this one to your daily deal count report?",1
please revise and send out.,1
"kimat, i added trco meter 4091 to deal 30512. please do whatever crazy things you economics people do.",1
"i mean, over the last year, inour commercial people havehave beendone five times as muchmany transactions as they did before enrononline.",0
please email your cost estimates when complete.,1
"i made her shoulders strong enough to carry the weight of the world, yet her arms gentle enough to give comfort.",0
appears you can resize the work queue window (stretch the window size).,0
"bob, i don't want to wait for mike, please set up the meeting without him.",1
can you make my inlaws disappear?,1
"can you play sat 900 am with christie, cyndy s. and myself?",1
i was in austin for most of the weekend.,0
please contact me if you have any questions (37267).,1
"please check with Steve Leppard and ask him to confirm, and send to me his position and title of his talk tonight.",1
[please scroll down to the end of the next message for the attachment] .,1
hunter updated 10/22/01 stewart left sunday's game against tennessee in the fourth quarter with a sprained right ankle.,0
"hi anthony, can you do me a favour and take a look into this isda.",1
he will send me their comments to the eta shortly.,0
Collaborate with outside software consultants for developing new or modifying existing systems.,1
please let me know what you find out about the discrepancies.,1
"please plan to attend a meeting tomorrow, march 14 at 9 am cst in eb 749a.",1
"in consideration of the few and minor problems enron encountered on january 1, 2000, our procedures for the 29th will be curtailed.",0
"debra, can you please forward the attached contract to dave hutchens.",1
+ campbell can you give me 5 minutes to give them comfort we can clear anything they want.,1
davis maintains dwr needs the delay to protect its ability to negotiate further spotmarket power buys.,0
Please let me know when you can meet today to discuss the MOU.,1
"if you're interested in running the relay, please note your pace on your application form.",1
so can you give me the name of sarah's lawyer?,1
would you like me to follow up with matt on the transcanada issue.,1
"but after the maharashtra state electricity board defaulted, dabhol scaled down to 25 percent capacity and charged 7.",0
Raise an issue if you think the current approach can be optimized,1
can you believe how bad chris simms played?,1
the rate freeze must end by march 2002 .,0
drew asked me to help him out with his meeting.,0
the lord is great at reminding us who is in charge at all times.,0
look for the bills to move him around often a gainst the injuryriddled jaguars secondary.,0
please gather receipts so we can discuss.,1
"if not, would you me to arrange for them to bring you the documentation as it currently stands?",1
we'll bring you reports from gale in alaska next week.,0
the restaurant did not return calls a bout its decision to publicize the incident.,0
"by the way kay; ge is looking it over right now too, and scott dieball has been asked to review.",0
robin can you send me the detail on this.,1
"for example, suppose you'd like the transactions, view report to display only add/drops over the past 7 days for all teams.",0
Please maintain broad knowledge of customer account regarding its target industry and competitors.,1
please review this information in preparation for today's committee meeting which will be held at epri at 3pm.,1
please run it again and let me know if you can to.,1
to update your profile and change your selections please visit to unsubscribe please click here,1
"but, now scrubbers that cut up to 90% of sulfur dioxide emissions and growing amounts of nitrogen oxide.",0
"kevin or rod, please verify.",1
please give me a call if you have any questions or want to discuss these matters.,1
"kate, please approve and autoschedule deal # 533948. les",1
we get to 72. people are coming back up the stairs.,0
buy call feb80 teqbp oi3d1270 at $ 9.,0
so please call and congratulate them rather than cultivate.,1
"please see the redline where i have incorporated a ""fallback reference price"".",1
"steve, please brief ken so we can get both events on his schedule.",1
can you give me guidance as to when we are due to give you our 4ce?,1
can you help get me in?,1
am going to have it framed and put up some place in the house.,0
by lawrence white the big three rating agencies should have been in a position to blow the whistle early about enron's true condition.,0
details are to be worked out.,0
can you assist me with drafting something that i can get the individuals to sign?,1
"i look forward to hearing from you on the merit of my business plan, and th e 20 feasibility of integrating it into your company.",0
"rigzone daily news friday, february 8, 2002 daily news from the worldwide upstream oil & gas industry to view the complete version, please go to:",0
only thing holding up the printing of the book.,0
please let me know where you would like to go and i will make reservations.,1
sorry it took so long to respond but i took a couple of days off.,0
"thanks, caroline ps please respond to virginia on this, whether you did the deal or not.",1
las vegas vacation in style at ca esars palace!,0
i do understand that a small refundable fee of $45 is a onetime fee only!,0
please review and let us know if you have any modifications.,1
"""i don't feel like a saviour, i feel tire d,"" he said.",0
would you have any time this week to give me some recommendations?,1
please let me know if you need more info to swag this l/c.,1
"kevin, please take a look at the attached summary page and send your comments.",1
"shares of houstonbased enron, the largest energy trader, rose $1.",0
"use advanced statistical analysis software, such as splus, to perform exploratory data analysis on topical trading issues, including supply and demand anomalies and price movement.",0
nepal mourning turns to violence .,0
please rearrange your schedule if necessary in order to attend.,1
would you please include a retro adjustment to my next check?,1
"rigzone daily news friday, december 28, 2001 daily news from the worldwide upstream oil & gas industry to view the complete version, please go to:",0
could you please give me a call on this when you get a chance.,1
they have 45 parallel sessions presenting at the same time for 3.,0
please protect them to prevent unauthorized use of your account.,1
please verify that the formula in 3.,1
"if you are agreeable to credit, can you please propose a credit worksheet?",1
please let me know if you are able to commit time to this.,1
please review and forward to carol.,1
"ok, i found my tennessee id and password.",0
please let me know if this is ok with you.,1
); can you forward the appropriate docs to dan hyvl.,1
next week they promise to take it up.,0
please let me know if you have issues with this as well.,1
how much would you depend on tony banks?,1
the need for a written summary just came up.,0
"otherwise, my new hips performing flawlessly and thrilled at the absence of pain and how strong they are.",0
would you like to get a drink some time?,1
hope you are doing well.,0
closes above last year's downtrend line and monday's high at 2.,0
dave will cover for me when i am on vacation and vica versus.,0
computer lab for modeling.,0
dear harpreet we are pleased to inform you that you are eligible for pricewaterhousecoopers' 2000 tax preparation services.,1
"please let me know if this is going to create any additional problems, or if i need to take a different approach.",0
please let me know if you have questions.,1
"hardie, i do not believe that paula's statement is accurate.",0
Update the volumes as necessary and then release the deals.,1
please send info again.,1
please pass on to others that missed in your arena.,1
please provide at your earliest convenience.,1
please remind other people that the prodfix ( or stage ) executable should be used.,1
please feel free to contact our office here via either phone or email.,1
Make HTML CSS and JavaScript to work well across browser platforms.,1
baltimore passing game vs cleveland defense elvis grbac returned back to reality last week with a disappointing game against the packers.,0
"so far, i have no other scheduled meeting s or hearings for next week.",0
"""in choosing our marketbased approac h,20 it is our goal to guide the markets to selfcorrect and not reinstitute 20 command and control regulation.",0
"please reschedule today's lunch to monday, april 17. please advise asap if you have a conflict.",1
please get back to me when you can.,1
julee malinowskiball senior associate edson + modisette 9165527070 fax5527075 sjr7bill20010301introduced.,0
hickerson does not have any products up yet.,0
"his final report to wise won't be ready for several weeks, but langdon shared some of his initial thoughts and findings.",0
"please call with any questions, thank you, russell",1
please call me at 4039746910 when you have the account number.,1
sheila: please verify whether we need to pursue this agreement.,1
"mark palmer, head of public relations for enron, says that the company's contribution to local pollution is minimal.",0
please let me know how you want to proceed from here with this document.,1
"if you have any questions, please let me know.",0
please email your street address to me.,1
please let theresa and i know when that determination is made.,1
call the hotline at 2814701134.,0
"""it will be a valuable extension of our worldwide trading activities, which are noted for providing market leadership and superb client service. """,0
''people go in and make their bids knowing we're not going to shut the lights off.,0
would you like to insert it and we will initial?,1
"hi susan, would you please forward the current spreadsheet with exotics?",1
the first one will be friday may 11th at 2:30 p. m. please add this to yo ur schedule.,1
would you please take a look to see if anything is of interest?,1
"also, this will reduce the amount of guarentee required.",0
we will need to be in a position to send out docs by tuesday of next week.,0
accordingly over that period would you forward the daily spreadsheets to my admin.,1
members will receive 4 credits for every cellular phone purchased and activated!,0
please provide your thoughts on these ideas as soon as possible.,1
"but the senate chamber has a20 southern exposure, one capitol guide explained.",0
(5) market clearing price all realtime energy offers should be paid the applicable market clearing price.,0
Please review my review of the transition period operating hour limitations.,1
"to prevent mseb from trying to give this a negative spin, we intend to use the attached statement with the key india press.",0
"i am ignorant of the process, so if i am presuming something incorrect, i would appreciate info on how this is supposed to work.",0
please let everyone know to say your name at the front door.,1
please join us if you can.,1
please let me know your thoughts on this issue.,1
please click here to view this morning's edition of snl daily energywatch(tm) we've also sent this issue via fax.,1
chevrontexaco would contribute an additional $1 billion upon completion of the deal.,0
they have also submitted the madhav godbole committee reports.,0
"travel award sale for a limited time only, enjoy these new discounted mileage awards.",0
"if you have any concerns with these requests, please let me know immediately.",1
"berkeley incubator, founded in 1997 for startups created by current haas 20 students and recent graduates.",0
please be sure to attach any and all exhibits as per the migration memo.,1
please find enclosed a draft ca for the mcneil bullet work for your review.,1
please give me a shout and i will run the charts by your house.,1
metro desk energy cost study critical of public agencies too power: dwp is among three governmentrun producers cited as driving prices up.,0
"although all the systems executing the trade were electronic, the error was made by a human.",0
please follow up with ken this afternoon if you have time or with leldon tomorrow.,1
how would you like to earn 1830% on your money with no work.,1
"laura, i can be reached at home, pager and cell phone in that order.",0
i am trying to identify generation assets owned and/or controlled in ercot by enron and its affiliates.,0
please make sure to record any suggestions (or problems) that you might have concerning our web site.,1
"bob, please activate some new henry hub gas daily swaps that i created this morning.",1
please post and circulate to the team.,1
thank you for ordering from ftd.,0
we believe the proposal should be seen as a negotiating tactic to force generators to lower prices.,0
"""the government hasn't had a policy to attract investment to generation,"" said frank mcgann, an oil analyst with merrill lynch & co. in new york.",0
"can you summarize the main points of the program, its requirements,and the deadlines?",1
only inactivate those books that don't have a trader name next to it on the book request.,0
mark this is planning's response to your request of 10/10/2001 regarding two new gas wells hook up into tw's system.,0
"beth apollo felt that we could make a strong case to have separate accounting entities for power and gas, each with their own functional currencies.",0
i nominate someplace with a tv and beer.,0
"as it is, christopher paul irish catholic has to wait until december 31!!",0
"pay your bills online with wells fargo bill pay, and save time and money.",0
please discuss with vince.,1
i hope your blackberry is working better than mine has been over the last few days.,0
please feel free to forward this to any person you deem appropriate or that i may have missed.,1
"he has lost the starting qb job to matt hasselbeck, and shouldn't be on any fa ntasy rosters at this point.",0
"eric, would you please prepare a memo regarding pbkbb and the work that they are doing.",1
"offer for cal03, volumes are in the attached spreadsheet.",0
so keep emailing your feedback to the telecomm analyst at also check out rants & raves where everyone has a voice.,0
"please feel free to make any changes that may be appropriate, especially in regard to legal issues.",1
free $10 crab place gift certificate < we're always striving to improve our level of service to our customers.,0
price: mean mtb ntet c3 + 3 cpg.,0
Could you please explain the math behind this algorithm?,1
"so, where will you go with an extra $200 free gas?",1
would you be willing join us?,1
"Don’t jump directly to projects, improve your rudimentary understanding first",1
"gerald, would you please have a look at this term sheet.",1
"i'd love for you to meet my wife, as well as see our daughter.",0
to review the list of confirmed speakers please visit?,1
"mr. bansal disputed that, saying he believes the two previous bills were also paid on time.",0
please print all three documents for your hard copies.,1
please let me know if you would like to be invited.,1
"Apologize to Dr.Lay and return $10,000 in campaign cash.",1
please include michael ratner for rod's team as well.,1
"debra and dan attached is a worksheet for a master physical with city of long beach, california.",0
please call if you should desire to sell any options and credit will be extended on a tradebytrade basis.,1
please feel free to invite anyone else you feel would be appropriate.,1
please feel free to forward the below profile on or let me know if you have any ideas.,1
"i have also attached a document listing all of our energy service offerings and studies, along with the corresponding fees, for you to review.",0
please correct and send confirmations at your earliest convenience.,1
he's one of the league's top tight e nds and should be in your starting lineup on a weekly basis.,0
please address all questions and/or comments regarding the aforementioned materials during the meeting.,1
steve jantzen of mckinney and stringer in oklahoma city was retained early on when the threat of litigation was evident.,0
"if my car had hit an iceberg on the way home, i would have died happy.",0
please let me know something asap.,1
would you please forward to me the updated list.,1
"please let me know if ok to get executed, or if you have any comments.",1
"that should do it, sam.",0
"so, in what area would you like to purchase a new house?",1
would you like to go to lucindas friday or sunday evening?,1
"by raghavendra upadhyaya, dow jones newswires; 91222884211; 0 26/06/01 1445g copyright , 2000 dow jones & company, inc. all rights reserved.",0
"i will be out of the office 7/13, returning 7/21, so call chris with any questions.",0
please let me know which number is correct.,1
please pass this announcement along to your staff and others who participated.,1
please post or forward as needed.,1
"that document in pdf format will be available shortly at the commission's website, along with the revised draft decision.",0
can you forward me any emails.,1
"you feel like you are there. """,0
"in chula vista,20 officials have been on the conservation bandwagon since 1993, upgrading the 20 heating and cooling systems and retrofitting lights, among other measures.",0
hey there mike jeff spoke to trevor yesterday about the eea contract.,0
can you please confirm that this is the case?,1
please send us back one of ndas signed by you by return.,1
please let me know i f you have any comments or concerns.,1
conduct a roll call.,0
i will have my cell phone with me (713/5942683) robert e. bruce senior counsel enron north america corp. t (713) 3457780 f (713) 6463393,0
please review for discussion at future meetings and/or conference calls.,1
enjoy the giants game.,0
scott mccallum (r. ) has released proposed emergency rules for the state's new technology zone program.,0
"linda, please remove my name from your distribution list, and add on kathy's to increase the balance the lists.",1
please let me know if you would like me to send a substitute.,1
can you tell me if this is the last financial list we are going to get?,1
"please unsubscribe here if you prefer not to receive future email from launch media, inc.",1
can you tell me if there have been any policy changes regarding the smtp server (dserve1.,1
when would you like to review the transfers and discuss some portfolio options?,1
i didn't find it necessary to impede enron corp. 's signature; just let phil know for the next deal.,0
"[kean, steven j. ]",0
please review the changes and let me know if this will work for you.,1
"vince and mike, would you mind looking at this and see if you think kelly has a case?",1
"i have included a repayment agreement that must be printed out, signed and faxed back to 2032053934 at your earliest convenience.",0
"can you guys please take a look, and eric, please show to farzad.",1
"mark, please find the file i spoke of in my voice mail to you.",1
"the california independent system operator, however, has listed calpine as one of the generators that has racked up millions in overcharges for wholesale power.",0
they`re both well placed.,0
let's call a meeting about how to offer more socal physical products.,0
would you email again the tax language and i will incorporate same into the special provisions.,1
will you be around to sign?,1
please review and let me know tomorrow if you should have any questions or comments.,1
"obviously, you would take offence to me answering ""no"" for any reason at all.",0
"again, please contact me anytime if if you have any remaining questions.",1
"also, please let sara know all your contact info.",1
please log on to and join ena's winning team!,1
"always remember, it is you that makes this group successful!!!",0
"$33,000 plus installation charges.",0
please let me know if enron is interested in commenting on the agreement.,1
this trend may subside in time as more retail operations assume the responsibility for marketing.,0
"doug, drew, i am requesting the payment to be made on monday, june 17th.",0
scooter/kenny please provide this information to the friends you've invited.,1
"if you choose not to go with these dates, i will have no problem receiving a full refund.",0
please coordinate a time with my assistant dorothy youngblood.,1
those companies' presence has had a considerable influence on the growing bandwidth market.,0
please send me a copy of this document by email or telefax once you have sent it out.,1
"as you know, telerate is going away soon and will no longer be available.",0
"dear santa, i would really like the following for christmas.",0
this email message has been sent to you from matthew gillaspie compliments of the seattle filmworks free photo email sharing service.,0
"bob ""this email, including attachments, contains information that is confident ial and it may be protected by the attorney/client or other privileges.",0
it should be great.,0
please let me know whether or not you'll be able to attend.,1
would you send the hard copies to the following address please.,1
